temperature,floor1,floor2,floor3,floor4,areaEvaluated
17,67,79,56,73,196
20,67,67,85,97,288
21,101,70,106,85,305
22,76,71,99,102,275
24,53,89,80,77,288
16,55,96,62,81,319
23,55,100,101,84,316
21,52,65,74,87,298
23,64,54,71,83,253
23,88,57,56,52,324
24,78,84,73,85,215
18,55,89,95,82,297
16,77,99,104,50,168
17,102,63,74,50,176
18,99,72,56,52,305
20,63,91,72,61,338
18,103,58,81,94,229
18,91,83,79,92,261
17,77,75,84,53,332
19,92,98,107,101,178
15,99,110,73,98,168
18,68,94,104,58,285
23,110,70,64,92,279
20,86,96,71,59,324
18,84,87,59,110,257
15,70,50,108,78,202
15,84,56,86,92,260
24,109,108,95,83,222
19,81,94,51,95,176
21,58,65,100,68,207
17,81,73,62,77,161
24,82,84,103,107,331
24,55,96,96,71,189
24,66,71,107,58,269
21,67,104,87,78,309
20,84,93,55,60,325
15,76,72,54,79,242
19,51,52,96,51,284
22,109,81,96,50,202
23,52,51,97,81,258
15,96,54,78,56,195
19,102,110,70,109,166
19,61,110,76,101,220
17,72,56,110,110,177
23,77,57,84,53,339
15,93,85,103,67,234
18,91,99,64,66,258
22,75,100,94,72,216
23,77,99,56,99,180
16,77,54,93,61,274
23,96,104,61,82,337
19,96,68,61,89,243
15,95,80,72,64,333
24,69,82,89,75,256
15,53,89,65,50,156
23,105,98,85,97,261
20,61,67,63,54,258
24,96,58,80,67,233
17,104,104,95,78,264
18,71,91,68,68,296
15,98,107,69,73,227
23,84,91,101,57,321
17,67,71,63,91,154
17,50,67,72,102,302
24,57,103,70,70,183
16,99,79,70,69,164
20,59,93,77,102,234
20,77,51,64,85,177
24,87,70,68,108,244
17,81,68,88,63,270
17,109,70,66,100,255
19,99,105,80,72,239
16,57,74,91,87,218
22,68,77,105,80,282
19,60,61,61,76,159
23,88,53,71,110,198
21,102,88,51,106,215
17,76,106,81,63,230
23,51,106,73,104,314
19,76,70,100,86,196
18,69,98,51,86,192
16,65,105,80,100,325
19,86,80,91,99,161
15,66,89,100,52,215
15,64,84,85,107,255
24,66,80,103,107,219
15,53,78,58,101,331
16,100,96,92,93,182
20,66,90,104,101,281
20,98,109,98,74,331
23,80,72,66,80,293
19,95,90,107,64,320
18,95,101,79,60,177
24,87,95,85,61,278
16,105,87,70,78,196
22,57,106,98,72,321
20,61,80,88,82,335
16,75,63,60,68,224
16,53,69,98,92,247
19,81,108,102,88,285
23,88,100,107,83,252
18,62,82,100,64,307
24,89,90,86,95,333
23,83,93,62,78,204
17,68,99,100,64,279
20,51,82,87,68,165
15,86,95,56,98,236
24,65,59,97,64,330
24,63,85,88,86,209
23,90,82,94,53,179
15,99,82,95,67,160
24,99,108,86,72,303
22,93,72,78,104,311
18,60,99,87,85,329
24,54,82,93,96,268
17,90,77,98,76,168
15,95,109,60,53,302
24,52,105,110,67,167
20,93,103,101,105,314
17,63,60,105,50,250
23,106,91,86,101,171
20,87,109,103,70,239
20,58,110,81,77,288
15,77,77,92,100,194
23,84,93,104,74,227
22,88,78,94,56,158
23,68,104,55,68,301
21,54,83,53,57,233
15,70,106,89,92,329
21,55,76,107,98,201
22,107,86,109,56,227
22,72,61,62,52,299
18,56,94,69,65,317
18,92,54,105,101,256
24,110,93,86,69,159
16,75,92,87,87,243
21,84,104,54,55,160
20,62,101,71,106,275
19,103,52,86,75,176
17,57,60,91,73,323
24,62,85,75,83,289
24,89,76,97,82,163
19,93,98,86,57,176
20,95,102,66,83,259
15,91,86,86,90,168
17,70,56,53,85,302
18,64,83,63,74,154
19,59,107,74,69,234
17,54,109,99,100,202
16,70,100,52,107,166
23,57,68,105,55,187
20,55,100,88,97,211
18,81,86,101,54,291
21,99,79,76,57,218
21,88,56,57,69,264
15,97,98,101,86,220
19,76,87,109,60,337
19,62,82,81,105,248
16,72,74,54,106,333
15,94,51,73,88,233
20,62,52,72,104,265
15,86,94,108,57,321
21,67,95,68,75,268
21,86,53,76,73,156
15,92,72,73,99,243
17,70,76,57,62,169
18,56,95,86,68,324
22,76,93,70,63,203
18,81,73,97,53,244
17,59,57,105,107,297
16,68,59,101,72,197
15,97,80,95,62,266
24,96,93,83,67,236
15,71,102,80,77,210
23,50,104,100,69,318
16,96,60,81,105,274
22,92,76,58,74,304
19,104,58,95,95,179
20,55,88,88,58,233
22,69,110,51,55,212
22,103,52,89,69,207
16,52,87,67,101,223
16,77,84,60,60,167
20,66,67,91,81,323
18,53,61,80,83,309
24,97,95,61,67,338
23,89,89,72,76,329
22,53,90,101,51,312
24,55,90,53,77,283
20,73,95,68,77,306
24,82,59,77,102,332
16,67,61,86,81,183
15,102,56,110,77,289
22,53,109,57,67,196
15,81,95,51,98,213
23,62,79,100,62,241
21,91,80,50,84,277
20,92,72,86,98,227
18,89,83,109,77,273
22,109,103,92,100,308
24,106,98,88,101,240
22,64,92,85,80,317
21,56,105,99,66,160
18,87,59,56,73,321
15,77,105,77,52,308
16,86,93,59,70,278
16,74,87,68,84,167
24,86,61,63,94,180
19,60,50,87,88,164
24,60,103,73,79,325
17,98,62,55,107,165
17,95,95,55,58,187
19,106,76,94,89,324
18,88,80,99,105,259
15,57,98,78,75,177
23,50,60,79,96,335
22,93,71,82,82,219
19,70,59,97,107,266
24,67,109,78,70,187
20,97,102,106,69,332
17,102,101,88,110,170
16,96,107,73,68,302
21,100,90,68,109,273
21,70,61,88,82,224
24,57,110,55,60,191
23,51,86,94,66,256
24,65,50,104,107,224
15,53,70,74,78,257
20,83,103,92,99,273
21,82,101,74,59,214
24,86,75,71,65,308
23,79,64,67,64,263
23,54,67,60,53,185
17,83,76,91,60,283
18,59,110,56,82,294
19,110,106,87,59,321
22,72,77,69,79,189
19,109,61,76,92,212
16,70,104,58,80,265
22,73,74,70,67,266
22,100,76,109,70,175
16,63,109,75,63,302
17,61,105,107,74,214
24,103,76,51,98,184
22,56,97,62,105,207
22,107,61,65,67,196
19,101,87,107,61,280
19,73,83,101,95,315
22,90,71,108,108,267
16,74,100,103,57,199
18,88,107,56,105,317
20,105,99,53,51,184
16,85,62,99,104,205
15,93,88,110,80,308
15,110,104,105,86,318
21,81,100,94,55,291
24,82,76,74,55,293
22,85,61,79,98,299
24,96,83,105,58,157
23,85,106,105,62,294
17,53,63,100,66,198
22,101,62,67,108,256
24,100,66,58,78,238
17,110,108,104,88,210
19,59,81,106,63,275
18,90,64,96,87,260
20,86,65,78,79,257
17,110,74,66,83,316
21,98,75,94,90,228
19,52,69,63,93,314
19,81,56,71,85,214
20,71,67,95,89,325
17,72,74,90,51,186
22,104,82,107,73,212
15,53,58,85,91,322
20,92,88,81,79,176
23,67,97,65,85,247
18,68,63,64,83,192
20,76,91,67,73,321
23,60,63,79,60,203
20,72,77,106,96,304
15,64,80,58,98,308
19,100,76,68,77,235
16,99,93,90,93,288
24,83,92,96,90,218
16,55,66,57,76,301
15,84,63,64,60,230
24,56,87,52,87,170
18,96,66,90,51,301
17,68,73,51,88,279
18,90,100,100,93,326
23,86,69,100,100,288
19,88,63,88,61,229
21,104,71,60,105,309
20,98,104,52,102,211
17,84,56,60,105,298
18,101,79,82,110,315
17,94,72,81,72,232
24,106,67,84,87,232
21,97,90,64,72,332
15,82,99,54,91,229
17,89,99,108,73,250
21,87,101,78,58,265
16,59,61,76,57,157
16,77,50,62,80,257
20,76,80,70,50,320
15,57,92,100,71,241
23,101,60,54,104,216
17,99,86,62,103,290
15,107,68,53,73,214
20,100,90,52,96,279
23,94,109,93,106,179
23,99,98,90,99,234
21,59,57,55,73,335
16,69,58,53,56,333
19,80,99,82,58,293
20,110,91,107,59,158
22,72,75,82,83,233
17,55,59,69,98,167
19,110,58,65,59,276
20,78,81,77,59,294
16,60,92,84,76,172
19,98,83,76,103,186
23,84,93,51,87,259
20,108,56,89,105,296
15,96,57,90,85,290
22,58,79,55,83,192
23,92,72,74,75,219
21,96,96,91,78,332
18,73,63,83,67,324
20,97,51,53,78,245
19,55,68,86,89,176
24,107,107,79,74,189
17,97,63,77,71,298
23,85,97,85,50,222
24,110,74,85,95,208
15,95,85,79,71,308
17,107,58,102,67,331
22,81,86,79,63,213
16,99,58,57,73,167
15,53,60,63,56,219
21,106,51,102,98,151
15,92,79,79,68,236
22,58,102,89,97,205
15,99,105,83,67,336
23,76,55,89,73,224
16,73,74,87,57,267
15,58,77,50,61,164
19,83,94,63,96,260
17,104,73,96,102,235
22,62,82,61,100,309
21,55,70,65,71,180
23,52,81,83,77,193
15,100,97,74,66,300
19,83,72,55,57,234
22,78,71,95,60,205
22,103,61,90,104,197
19,105,57,76,96,337
19,66,106,73,57,221
23,93,64,63,110,315
16,57,81,107,57,282
18,78,104,52,81,325
15,94,100,54,58,306
18,58,77,84,68,327
16,79,85,66,60,304
16,76,88,85,98,249
15,106,104,97,104,296
17,68,101,91,77,189
19,53,56,110,109,222
17,98,100,59,78,340
24,94,87,64,73,315
18,104,72,92,90,201
21,110,73,75,98,323
24,76,58,58,104,304
19,96,78,89,94,339
17,65,107,70,86,321
23,70,52,87,63,172
22,74,86,84,105,199
15,87,57,109,71,296
24,88,107,73,108,246
15,88,67,51,60,231
18,72,75,93,89,226
21,85,99,78,59,250
19,87,107,72,67,234
24,65,107,85,85,247
16,72,108,60,97,234
18,73,75,85,105,327
20,93,67,90,68,288
21,89,77,61,91,277
22,110,105,95,84,199
17,89,93,86,89,172
22,72,108,79,80,286
18,100,103,91,82,172
17,99,67,55,69,291
20,87,73,77,66,189
23,66,89,100,100,319
17,105,66,92,82,338
15,90,85,79,88,198
19,79,73,68,87,279
19,74,100,57,69,278
18,75,107,101,105,281
23,51,51,85,98,155
17,109,108,63,74,258
16,54,101,76,72,207
15,54,79,71,99,256
22,101,103,74,73,296
21,87,63,84,104,229
23,95,98,67,92,190
20,99,54,82,102,221
22,72,70,95,106,254
17,103,92,98,100,304
16,52,81,97,57,246
18,101,100,100,83,255
17,75,106,82,67,159
21,59,89,91,79,215
18,68,74,105,79,156
15,99,105,66,58,291
16,74,58,77,74,271
17,108,54,77,92,161
23,65,99,65,70,285
16,68,84,59,85,294
19,69,109,73,103,225
20,81,62,55,66,189
23,107,52,93,70,245
19,101,89,67,94,236
18,63,101,57,110,179
15,82,56,73,93,169
24,54,104,103,50,336
24,83,90,61,91,154
18,94,51,86,104,248
20,79,77,92,93,312
22,56,53,51,56,318
17,98,99,87,88,165
17,91,93,100,58,315
18,86,70,89,56,309
23,89,99,86,100,338
21,90,76,95,86,254
17,92,71,92,54,299
18,81,95,87,69,233
19,97,74,87,69,182
19,99,58,96,67,252
16,74,52,91,71,173
15,65,110,106,77,174
16,74,98,94,109,285
22,57,95,85,80,154
15,73,50,56,61,314
21,110,52,72,88,219
23,57,75,91,75,281
24,95,73,63,79,178
24,73,76,63,62,161
20,86,61,54,104,233
23,70,51,105,93,339
15,109,90,60,98,238
15,62,94,59,50,256
23,86,64,93,58,257
19,59,106,84,78,151
17,89,101,80,67,150
19,64,90,93,92,242
21,57,86,93,106,309
24,83,55,85,95,231
15,88,72,110,97,335
19,74,60,73,85,166
15,55,67,75,52,219
21,69,68,106,50,209
23,103,58,57,81,338
19,91,100,98,95,309
15,53,101,69,65,263
17,69,65,99,55,268
17,71,94,78,108,270
20,74,87,73,101,295
24,88,103,74,107,168
20,61,99,91,62,265
17,110,103,62,52,307
20,55,70,70,62,315
24,54,73,107,72,250
22,53,80,91,65,296
15,88,64,108,96,204
18,68,85,72,63,257
20,87,60,52,81,281
21,109,98,90,51,308
22,80,86,53,77,227
24,60,70,99,66,243
15,92,54,79,90,242
20,89,67,76,87,176
21,66,57,86,54,220
18,85,51,55,92,267
24,67,79,59,73,327
17,87,64,89,65,270
16,108,61,96,105,316
24,106,97,55,60,184
22,86,68,102,103,234
23,66,67,107,91,285
23,88,88,85,96,184
21,82,55,70,85,275
24,60,70,97,102,177
20,94,71,106,50,188
21,73,50,64,78,186
22,77,98,85,110,294
19,104,110,79,94,337
18,104,76,84,96,153
19,77,73,59,72,217
15,104,93,87,81,262
19,89,102,104,97,283
24,72,93,60,56,257
16,79,57,109,50,217
16,50,93,98,58,327
24,64,103,64,73,177
18,82,83,62,93,247
22,107,79,71,95,306
18,99,95,50,92,325
19,71,109,98,100,186
19,68,84,109,50,241
18,68,63,91,96,167
23,55,74,69,64,231
24,108,99,78,69,231
16,52,95,62,103,301
19,102,79,63,101,319
22,60,78,87,107,291
23,72,73,51,95,189
22,77,65,91,72,198
21,57,56,87,87,279
15,103,101,69,82,156
23,98,61,86,73,268
21,88,67,81,107,326
24,93,104,59,89,275
16,57,108,81,93,331
23,84,78,53,74,250
17,94,100,108,60,274
21,64,77,82,103,250
23,79,82,66,91,177
24,80,65,82,52,241
18,67,67,90,91,195
24,50,62,106,96,249
20,87,104,74,110,322
22,94,58,93,61,252
23,67,97,87,100,339
15,92,108,109,102,170
23,87,79,81,85,159
19,94,89,110,92,269
24,71,90,69,60,201
16,59,106,50,91,326
23,104,67,90,109,224
22,98,96,102,73,164
15,55,75,62,62,164
19,83,89,89,51,329
20,103,76,71,110,308
24,92,109,76,54,176
22,87,79,87,64,283
18,104,76,71,50,234
21,58,57,80,78,199
17,54,61,61,81,293
20,51,84,88,65,305
21,67,57,84,101,164
21,83,50,102,104,302
17,98,101,91,107,163
20,93,85,75,99,207
22,78,61,60,75,186
17,77,55,107,56,168
22,101,102,64,50,229
21,82,81,66,67,307
19,65,57,110,54,247
20,106,60,60,57,188
22,61,81,78,58,173
22,77,50,80,94,175
21,91,86,57,104,317
15,72,73,68,62,255
15,60,103,69,88,238
23,51,57,96,105,278
19,56,86,96,72,163
15,93,71,109,91,197
21,51,72,106,88,155
17,57,103,76,110,166
22,54,52,74,66,276
18,81,74,89,105,155
19,74,65,103,106,284
18,90,71,69,86,154
22,52,105,70,61,306
20,87,56,97,71,321
16,86,70,51,110,207
24,69,104,57,59,270
16,69,73,64,72,325
20,52,86,98,98,190
20,80,75,106,108,188
22,71,81,73,63,284
21,53,62,64,101,199
22,81,50,68,81,331
20,64,58,57,68,289
22,50,93,64,63,193
23,68,92,98,68,152
15,105,97,78,56,307
19,88,64,67,107,225
22,79,80,59,110,158
23,74,75,75,79,222
24,76,62,66,67,219
24,58,56,82,68,243
15,95,70,57,57,159
18,99,50,73,99,243
19,101,89,77,65,301
20,55,87,97,75,302
15,101,103,62,75,266
20,58,75,65,81,265
19,51,58,101,88,273
17,92,96,63,71,205
22,87,90,108,89,254
22,97,99,101,97,340
22,83,107,77,72,301
16,81,104,99,51,218
22,68,64,68,97,185
20,78,89,88,91,172
22,64,80,52,54,329
18,105,52,69,63,318
20,75,79,84,52,244
16,96,85,77,94,317
21,75,55,62,87,231
18,107,106,80,109,214
20,89,79,101,98,162
18,75,98,110,58,212
23,51,104,71,64,318
21,72,75,105,55,310
24,59,81,62,91,249
18,92,100,66,94,205
18,75,65,95,57,324
19,109,106,101,95,208
16,71,107,63,84,157
20,64,77,87,59,288
16,75,105,99,52,189
20,53,79,100,89,234
21,96,53,100,55,265
22,96,90,90,60,186
24,90,105,84,91,252
18,51,96,104,50,321
23,81,105,98,50,163
16,61,95,90,72,187
21,101,52,50,59,215
19,62,56,80,51,189
19,72,66,95,101,265
24,99,87,105,54,246
15,55,56,104,106,316
23,84,72,92,105,250
23,110,66,50,96,198
18,92,105,63,97,282
16,93,109,106,67,172
21,79,106,55,87,269
20,78,79,95,79,313
18,102,78,108,72,313
16,109,78,96,96,229
21,77,92,86,93,163
20,56,80,56,65,173
16,103,67,55,56,190
16,103,56,85,73,167
19,66,56,101,100,237
16,52,86,104,97,240
17,86,99,103,56,303
19,69,90,69,55,258
18,58,72,74,82,281
20,92,72,53,89,194
18,102,60,100,55,296
16,73,75,58,57,206
19,58,84,110,68,280
17,76,73,84,66,326
24,81,65,96,77,279
23,94,57,94,66,336
18,94,100,88,86,287
21,102,63,86,110,249
21,57,72,75,70,265
23,96,53,96,57,286
24,56,53,91,100,249
20,60,72,106,95,251
18,100,68,60,108,163
24,107,103,73,77,186
16,76,84,97,87,272
15,105,69,78,77,225
24,63,109,60,58,183
21,107,60,108,95,182
24,62,73,94,52,338
17,87,84,104,78,178
22,66,103,62,91,330
16,76,99,64,103,284
19,61,56,52,64,283
24,66,60,71,97,160
17,74,101,62,79,269
17,57,75,60,94,317
23,67,95,81,96,298
22,94,57,65,98,268
18,63,74,67,103,317
19,87,103,77,65,170
17,102,98,71,54,336
15,73,88,52,50,249
20,62,108,77,90,285
23,92,100,75,88,193
21,56,90,109,83,226
23,77,101,53,99,294
18,94,110,86,107,160
18,55,102,60,89,318
16,65,55,100,83,215
22,101,82,88,53,167
22,67,72,93,108,203
21,58,55,94,94,155
20,50,86,109,73,217
15,54,88,78,101,308
18,58,93,86,92,234
15,86,83,93,107,153
24,77,71,106,97,327
20,55,77,53,84,268
23,69,69,70,64,284
16,57,103,107,55,200
16,79,99,59,94,183
16,84,53,83,55,260
20,75,72,70,98,172
22,68,102,73,50,190
18,86,108,92,86,330
20,77,76,110,56,267
22,102,67,80,98,313
21,50,61,85,94,288
22,107,110,107,93,240
19,96,102,105,72,295
18,51,69,95,71,289
24,51,51,83,91,299
23,56,65,99,65,264
15,75,71,80,80,214
18,81,84,101,93,256
19,88,81,87,69,168
19,50,90,88,100,199
23,110,64,76,52,247
22,94,54,102,68,267
16,56,96,109,78,315
22,94,69,89,107,328
21,104,69,71,104,282
22,92,102,72,57,271
24,56,66,104,84,329
21,58,68,100,79,213
16,79,98,65,81,281
18,56,61,57,66,246
20,94,96,63,76,171
23,66,110,59,76,200
16,52,93,67,102,210
23,55,57,88,109,269
15,99,90,95,96,325
21,80,66,81,55,209
17,71,101,85,59,331
16,85,104,73,75,287
21,82,64,68,105,154
23,75,55,70,104,159
23,106,62,95,62,158
21,51,67,101,79,195
15,107,100,57,92,271
22,68,64,74,97,155
24,82,98,99,75,165
15,55,104,107,73,209
21,65,54,103,94,188
22,81,89,85,110,337
19,83,104,50,85,330
16,101,95,87,105,214
18,50,57,89,56,276
21,93,58,72,65,303
23,53,95,57,102,176
17,108,58,83,56,224
18,53,60,70,93,211
21,75,80,88,59,213
24,68,60,67,82,170
17,80,97,101,59,301
18,92,94,94,73,277
19,94,51,78,102,283
24,73,87,84,102,253
23,59,110,68,62,210
20,54,103,62,75,175
24,67,66,100,83,285
16,54,66,73,80,288
20,105,55,100,80,275
23,102,95,58,57,191
19,63,74,72,102,197
24,85,69,110,52,227
16,98,90,104,61,308
15,50,90,90,67,226
23,60,83,61,94,254
15,85,106,90,53,167
15,97,56,58,90,163
15,89,76,74,72,217
15,78,89,90,51,265
17,57,83,107,69,324
24,75,109,86,63,168
17,92,83,67,73,241
18,62,108,61,109,314
18,98,77,95,75,207
24,85,88,94,77,222
18,91,57,60,95,161
17,100,110,76,108,325
17,75,90,100,96,277
16,109,88,68,88,180
15,60,92,72,78,233
16,50,96,85,106,302
18,77,84,51,90,293
21,93,93,70,94,296
18,71,50,81,105,166
20,89,51,91,110,154
21,73,90,64,73,210
17,90,72,67,84,234
18,86,79,60,65,198
21,110,85,95,69,160
18,69,91,60,59,278
21,86,58,57,93,180
17,90,64,50,54,294
15,96,77,51,78,290
22,91,60,96,101,297
16,60,78,88,108,304
22,50,90,54,53,203
19,59,76,108,77,279
20,50,72,57,86,308
19,76,59,108,59,193
21,96,87,77,69,233
24,104,75,74,79,288
17,51,81,103,76,197
24,101,105,62,93,237
24,99,57,68,85,282
15,90,69,88,74,206
24,73,87,80,63,232
16,77,65,54,85,331
19,77,98,95,71,191
21,101,104,90,68,324
16,101,88,94,73,174
16,84,84,67,85,240
19,66,58,56,93,256
19,86,88,81,70,255
22,73,66,50,93,210
17,70,54,110,68,306
16,79,97,88,61,173
24,59,104,76,103,340
19,81,105,79,101,168
21,84,58,74,100,193
16,57,55,52,73,190
15,75,102,88,102,241
16,72,97,77,56,329
23,89,74,107,107,302
18,76,84,51,55,212
18,110,108,101,86,154
21,94,84,101,71,321
22,83,94,84,73,189
16,73,52,76,70,254
17,74,81,108,83,275
23,63,51,84,90,320
20,110,109,53,84,166
19,93,88,89,89,260
20,92,68,67,74,218
20,87,61,97,104,291
20,80,95,84,54,152
22,54,77,59,77,320
21,85,70,70,50,210
15,82,53,59,65,254
20,73,110,68,90,271
16,97,91,65,95,206
21,65,109,103,77,306
17,61,53,65,101,275
23,59,63,82,51,247
18,108,78,103,61,170
24,86,84,98,73,285
20,62,89,85,77,245
22,53,75,109,51,275
18,89,110,97,93,199
24,88,60,59,84,191
18,66,99,67,73,208
16,98,110,97,97,315
23,83,57,60,80,298
22,95,61,69,89,196
20,70,109,81,78,232
18,108,83,84,64,203
24,59,86,93,94,304
15,69,71,67,75,266
23,50,76,105,59,225
24,73,52,93,64,197
20,101,73,61,58,214
16,68,95,96,78,212
15,68,52,64,91,320
23,51,56,92,104,158
21,66,84,56,80,166
21,82,98,50,58,324
24,86,51,101,57,273
19,84,63,55,54,213
20,76,105,89,84,265
22,84,94,101,61,241
15,76,65,83,101,338
18,66,94,107,82,171
24,54,71,66,96,242
17,89,87,68,56,197
23,86,73,103,106,177
18,62,55,104,60,289
23,98,96,56,85,163
24,85,97,77,96,199
17,75,91,97,105,205
17,93,107,57,57,206
23,86,101,68,95,209
18,106,67,81,93,210
24,98,83,54,69,261
21,94,87,87,76,286
24,93,78,50,85,317
22,74,84,96,57,328
18,73,56,104,90,193
17,88,70,97,94,227
23,95,101,105,86,217
15,100,62,108,63,280
21,83,92,57,90,327
23,56,51,80,77,211
18,55,60,79,79,179
24,73,74,102,52,158
15,101,54,109,107,241
17,101,109,99,75,166
24,92,110,66,56,207
16,50,75,107,88,228
22,54,94,78,109,240
24,58,68,107,59,321
23,103,51,90,66,340
23,63,63,55,106,237
23,93,51,61,75,200
21,93,100,86,73,171
20,58,97,51,61,176
24,93,57,63,100,258
24,52,100,83,96,172
24,95,81,55,87,187
21,65,61,97,106,287
17,106,66,89,77,168
22,88,55,109,73,286
22,85,101,86,92,298
17,77,103,64,63,272
22,54,105,67,71,232
24,93,97,67,98,225
22,90,90,62,56,300
22,72,81,52,100,173
20,50,78,66,61,206
20,53,60,50,54,179
24,86,63,57,77,294
16,84,66,91,78,178
15,76,105,109,73,317
18,92,51,73,63,174
20,98,53,102,102,182
21,105,88,69,75,326
21,72,62,95,58,183
15,76,53,73,109,183
20,72,106,53,110,280
16,92,96,98,103,231
16,75,83,54,67,237
19,99,93,109,93,236
19,100,69,90,89,327
19,73,74,101,92,198
24,56,57,82,76,340
16,92,110,52,99,280
18,110,77,62,87,229
16,61,83,103,56,243
20,53,53,81,73,333
19,102,59,95,97,322
22,65,50,85,91,213
24,96,85,52,79,218
17,72,63,107,110,295
22,104,99,61,75,267
19,107,98,97,86,263
20,88,89,69,55,153
24,87,52,93,56,150
20,53,83,60,59,294
21,58,80,105,68,277
22,67,65,57,83,195
24,103,67,68,105,302
21,64,104,63,75,321
21,90,57,94,101,290
24,76,99,94,97,272
16,81,61,71,56,178
15,59,99,100,65,273
23,90,103,80,77,195
23,98,79,93,54,284
21,104,81,75,108,226
15,90,65,71,106,164
17,65,81,85,64,257
15,71,98,100,97,231
17,82,74,50,53,184
22,50,88,90,64,218
15,90,97,68,87,299
15,96,89,66,74,326
15,99,95,99,100,213
16,74,63,82,78,252
24,109,51,101,63,187
17,78,109,56,51,180
20,62,86,69,62,285
17,91,63,95,71,151
21,64,102,65,96,181
19,50,81,74,91,156
18,78,64,59,93,236
23,64,78,104,79,217
24,71,100,50,59,293
15,72,81,82,102,211
22,92,54,53,106,323
15,66,107,108,78,185
19,61,82,75,106,335
23,66,72,93,104,336
22,76,84,109,67,285
16,56,71,79,91,239
23,95,106,66,82,244
23,51,74,78,80,203
22,91,79,86,100,180
22,108,65,89,78,169
16,99,62,57,61,154
24,77,90,90,95,219
15,109,74,80,59,278
21,65,59,51,73,174
23,80,105,79,101,315
16,67,103,95,102,260
17,67,76,56,62,311
24,72,108,93,89,236
16,87,96,93,101,176
23,76,69,85,56,202
22,84,106,55,77,331
19,100,69,95,93,297
20,75,51,61,80,228
17,51,101,92,92,325
19,68,86,72,56,247
20,77,89,58,105,223
21,59,84,108,64,219
15,102,90,86,109,260
19,108,91,89,97,231
15,58,103,100,91,284
24,51,56,107,87,316
16,71,79,91,97,162
22,76,70,101,80,159
22,91,101,75,105,229
23,50,99,70,63,335
20,68,87,98,68,297
18,91,75,67,108,251
21,50,80,106,59,156
21,98,97,56,55,227
16,103,70,64,109,194
15,82,51,79,77,212
23,79,101,65,95,273
22,95,98,67,92,240
22,90,66,99,81,182
20,109,71,66,101,290
16,81,84,62,101,293
24,102,51,109,67,308
19,104,68,85,69,179
18,71,69,93,83,281
16,75,54,74,65,335
15,52,60,106,79,196
17,57,105,91,110,330
18,105,64,60,72,281
23,59,106,51,50,315
16,90,101,97,97,340
15,106,98,110,99,306
16,75,80,68,53,330
24,52,102,81,106,245
23,81,103,72,63,320
21,62,94,96,78,218
19,60,88,65,72,206
24,110,80,65,96,298
22,99,85,64,87,264
24,77,54,50,76,183
19,104,103,109,110,205
20,104,95,78,103,230
19,62,89,91,80,335
17,80,70,65,93,297
19,92,109,65,105,268
18,89,70,89,83,339
17,97,76,82,82,235
19,54,64,87,81,310
18,53,109,107,52,170
24,93,97,55,74,257
16,100,55,64,74,158
21,89,50,72,76,217
21,96,93,76,54,306
19,75,86,102,108,320
15,66,99,85,104,237
20,70,107,51,91,334
17,84,96,86,69,244
23,92,87,98,83,233
24,89,106,87,81,153
15,59,51,52,60,282
20,76,104,93,102,174
22,100,87,81,74,152
21,72,90,101,87,157
18,106,101,86,79,177
15,82,88,87,72,225
19,82,100,66,53,288
17,77,74,66,101,305
16,76,66,87,57,327
18,105,103,55,71,213
17,98,105,51,106,336
15,103,61,74,92,319
15,67,63,110,75,250
19,86,87,56,91,280
20,87,78,51,88,277
21,89,58,93,96,184
23,68,106,91,74,194
20,76,77,52,101,275
23,74,67,81,67,180
21,64,84,68,73,157
22,59,75,59,95,199
17,63,71,74,72,301
23,108,69,69,53,167
22,74,66,108,69,179
18,110,69,80,56,340
18,91,90,76,87,205
15,58,90,53,97,321
18,91,102,78,58,166
24,81,66,57,65,326
21,58,62,101,63,203
19,95,74,75,81,252
22,91,81,61,62,159
19,86,106,89,59,218
17,59,110,73,87,182
20,99,57,67,89,218
22,61,71,97,71,223
18,92,99,88,69,258
15,93,107,60,64,307
18,95,86,80,108,166
23,50,63,80,102,324
22,108,69,80,50,163
18,70,103,72,70,306
18,76,58,82,94,162
17,110,93,100,98,209
19,68,97,73,103,283
16,87,58,79,60,245
21,102,70,78,108,252
23,85,102,91,104,188
17,97,101,70,98,256
16,76,78,96,58,247
23,94,107,100,98,246
18,64,108,96,91,310
24,88,97,86,107,155
23,70,91,87,97,338
15,69,95,58,81,300
20,56,89,75,71,264
18,65,60,82,63,227
22,58,105,55,54,237
20,52,70,67,100,171
21,63,74,96,81,298
18,65,66,73,97,244
16,64,59,91,63,182
17,101,67,78,103,320
15,53,88,66,76,194
16,101,51,83,102,269
24,97,93,91,92,189
20,62,51,90,62,220
18,97,75,107,57,251
16,88,73,83,110,255
15,68,106,106,74,339
19,81,76,77,68,266
20,64,100,65,106,275
17,71,62,75,103,175
16,52,97,60,104,240
21,73,80,94,99,166
16,72,109,50,58,286
15,105,76,59,78,275
23,63,79,109,94,246
17,60,76,94,56,165
24,109,85,53,80,215
17,98,76,59,82,230
21,92,95,83,57,338
16,108,51,74,110,175
23,58,60,67,109,319
17,87,75,67,105,283
18,101,67,103,72,244
21,105,105,55,103,240
21,85,88,73,78,156
16,72,97,52,79,315
15,89,64,58,55,281
21,64,54,55,63,245
24,64,87,86,71,329
15,90,96,68,64,233
17,81,86,103,90,222
23,73,70,79,59,268
